# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 520000    9.95e-02  1.29e-01    3.69e-05  8.86e-04    5.31e-02  6.81e-02    2.5e-06
 521000    1.29e-01  8.91e-02    7.25e-04  6.77e-04    6.86e-02  4.72e-02    2.5e-06
 522000    1.39e-01  9.26e-02    2.01e-03  2.20e-03    7.24e-02  4.53e-02    2.5e-06
 523000    1.09e-01  9.20e-02    8.49e-04  3.65e-04    5.80e-02  4.94e-02    2.5e-06
 524000    8.48e-02  6.81e-02    4.89e-04  2.88e-04    4.58e-02  3.69e-02    2.4e-06
 525000    9.80e-02  1.52e-01    1.09e-05  4.37e-04    5.32e-02  8.24e-02    2.4e-06
 526000    8.36e-02  7.40e-02    1.19e-03  4.07e-04    4.44e-02  4.03e-02    2.3e-06
 527000    7.73e-02  8.30e-02    8.90e-04  1.46e-04    4.15e-02  4.54e-02    2.3e-06
 528000    7.73e-02  9.32e-02    5.66e-04  2.27e-03    4.23e-02  4.67e-02    2.3e-06
 529000    1.26e-01  1.40e-01    1.18e-03  2.99e-03    6.87e-02  7.18e-02    2.3e-06
 530000    6.49e-02  9.95e-02    1.95e-04  1.27e-03    3.60e-02  5.41e-02    2.2e-06
 531000    1.25e-01  1.07e-01    1.51e-03  2.00e-03    6.79e-02  5.62e-02    2.2e-06
 532000    1.24e-01  9.02e-02    4.60e-04  2.47e-03    6.92e-02  4.43e-02    2.2e-06
 533000    1.22e-01  1.01e-01    5.97e-04  1.88e-03    6.83e-02  5.32e-02    2.2e-06
 534000    8.30e-02  1.04e-01    6.95e-04  1.30e-03    4.65e-02  5.76e-02    2.1e-06
 535000    8.20e-02  1.08e-01    8.92e-04  4.50e-04    4.56e-02  6.06e-02    2.1e-06
 536000    1.22e-01  9.94e-02    2.12e-04  3.50e-04    6.93e-02  5.65e-02    2.1e-06
 537000    1.30e-01  1.00e-01    1.31e-03  2.89e-04    7.27e-02  5.70e-02    2.1e-06
 538000    8.84e-02  5.87e-02    3.11e-04  1.77e-04    5.06e-02  3.36e-02    2.0e-06
 539000    6.33e-02  9.76e-02    1.94e-04  1.70e-03    3.62e-02  5.37e-02    2.0e-06
 540000    7.18e-02  1.19e-01    3.02e-04  7.64e-04    4.14e-02  6.86e-02    2.0e-06
 541000    8.82e-02  1.03e-01    6.70e-04  8.13e-05    5.05e-02  5.93e-02    2.0e-06
 542000    8.13e-02  8.15e-02    1.02e-03  1.11e-05    4.64e-02  4.75e-02    1.9e-06
 543000    8.93e-02  6.74e-02    3.18e-04  4.70e-04    5.19e-02  3.90e-02    1.9e-06
 544000    7.15e-02  8.18e-02    3.94e-04  2.01e-04    4.18e-02  4.79e-02    1.9e-06
 545000    9.72e-02  8.57e-02    1.51e-04  8.73e-04    5.70e-02  4.95e-02    1.9e-06
 546000    7.63e-02  9.74e-02    6.44e-04  1.17e-03    4.47e-02  5.64e-02    1.9e-06
 547000    8.68e-02  7.36e-02    6.78e-04  1.07e-03    5.08e-02  4.21e-02    1.9e-06
 548000    7.65e-02  9.43e-02    6.52e-04  1.69e-04    4.51e-02  5.61e-02    1.8e-06
 549000    8.50e-02  6.41e-02    3.78e-04  4.09e-04    5.05e-02  3.80e-02    1.8e-06
 550000    9.41e-02  1.04e-01    6.58e-04  9.26e-04    5.61e-02  6.15e-02    1.8e-06
 551000    8.13e-02  8.21e-02    3.76e-05  6.97e-04    4.88e-02  4.87e-02    1.8e-06
 552000    1.04e-01  7.29e-02    1.00e-04  1.23e-03    6.32e-02  4.22e-02    1.7e-06
 553000    1.21e-01  9.31e-02    1.37e-03  1.31e-03    7.18e-02  5.45e-02    1.7e-06
 554000    1.14e-01  1.16e-01    4.21e-04  1.16e-03    6.90e-02  6.95e-02    1.7e-06
 555000    6.83e-02  8.73e-02    8.22e-04  1.69e-03    4.07e-02  5.02e-02    1.7e-06
 556000    8.66e-02  5.57e-02    4.77e-05  1.32e-04    5.31e-02  3.41e-02    1.7e-06
 557000    8.10e-02  9.64e-02    1.01e-03  1.28e-03    4.84e-02  5.74e-02    1.7e-06
 558000    8.15e-02  8.20e-02    1.19e-03  5.26e-04    4.86e-02  5.03e-02    1.6e-06
 559000    8.20e-02  6.86e-02    3.86e-04  5.07e-04    5.05e-02  4.20e-02    1.6e-06
 560000    8.34e-02  7.76e-02    9.83e-04  2.27e-05    5.07e-02  4.83e-02    1.6e-06
 561000    1.02e-01  9.22e-02    4.75e-04  4.87e-04    6.32e-02  5.72e-02    1.6e-06
 562000    7.61e-02  5.49e-02    6.19e-04  1.38e-03    4.73e-02  3.15e-02    1.5e-06
 563000    9.36e-02  1.01e-01    7.01e-04  1.20e-03    5.82e-02  6.22e-02    1.5e-06
 564000    1.14e-01  1.04e-01    4.08e-04  4.08e-04    7.18e-02  6.54e-02    1.5e-06
 565000    7.10e-02  9.48e-02    5.08e-04  6.92e-04    4.45e-02  5.94e-02    1.5e-06
 566000    6.55e-02  1.21e-01    7.84e-04  1.00e-03    4.08e-02  7.59e-02    1.5e-06
 567000    7.45e-02  8.96e-02    8.85e-04  2.83e-04    4.64e-02  5.68e-02    1.5e-06
 568000    5.67e-02  6.42e-02    1.78e-04  6.92e-04    3.62e-02  4.04e-02    1.4e-06
 569000    7.24e-02  7.14e-02    4.61e-04  3.56e-05    4.60e-02  4.56e-02    1.4e-06
 570000    9.83e-02  7.60e-02    4.93e-04  7.53e-05    6.31e-02  4.90e-02    1.4e-06
 571000    9.80e-02  6.45e-02    3.65e-04  7.38e-04    6.30e-02  4.08e-02    1.4e-06
 572000    5.62e-02  7.92e-02    5.14e-04  6.07e-04    3.60e-02  5.09e-02    1.4e-06
 573000    7.64e-02  1.03e-01    1.41e-03  4.43e-04    4.70e-02  6.68e-02    1.4e-06
 574000    7.96e-02  7.30e-02    4.68e-04  5.19e-05    5.17e-02  4.77e-02    1.3e-06
 575000    1.06e-01  8.03e-02    1.14e-04  4.83e-04    6.94e-02  5.21e-02    1.3e-06
 576000    7.21e-02  7.39e-02    6.53e-04  5.70e-04    4.69e-02  4.82e-02    1.3e-06
 577000    7.42e-02  8.20e-02    6.29e-05  1.23e-04    4.87e-02  5.39e-02    1.3e-06
 578000    9.61e-02  8.53e-02    4.24e-04  1.21e-03    6.33e-02  5.47e-02    1.3e-06
 579000    9.57e-02  7.00e-02    3.91e-04  2.65e-04    6.31e-02  4.62e-02    1.3e-06
 580000    5.40e-02  6.96e-02    6.34e-05  4.81e-04    3.59e-02  4.60e-02    1.3e-06
 581000    7.48e-02  6.68e-02    8.88e-04  7.04e-05    4.86e-02  4.45e-02    1.3e-06
 582000    6.36e-02  8.40e-02    7.88e-04  7.36e-04    4.16e-02  5.56e-02    1.2e-06
 583000    7.64e-02  9.54e-02    4.07e-06  2.22e-03    5.12e-02  5.84e-02    1.2e-06
 584000    8.04e-02  9.45e-02    7.74e-04  2.87e-04    5.34e-02  6.36e-02    1.2e-06
 585000    7.63e-02  9.80e-02    2.79e-04  1.38e-03    5.13e-02  6.40e-02    1.2e-06
 586000    1.06e-01  1.21e-01    3.32e-04  4.86e-04    7.20e-02  8.16e-02    1.2e-06
 587000    8.56e-02  1.04e-01    9.98e-04  1.33e-03    5.70e-02  6.89e-02    1.2e-06
 588000    8.61e-02  7.25e-02    6.71e-04  6.21e-04    5.82e-02  4.90e-02    1.1e-06
 589000    7.25e-02  6.50e-02    1.58e-03  1.30e-03    4.64e-02  4.21e-02    1.1e-06
 590000    6.89e-02  6.98e-02    8.78e-04  1.03e-03    4.63e-02  4.66e-02    1.1e-06
 591000    1.04e-01  9.14e-02    1.26e-03  2.40e-03    6.95e-02  5.56e-02    1.1e-06
 592000    6.07e-02  8.77e-02    6.00e-04  1.53e-04    4.13e-02  6.06e-02    1.1e-06
 593000    7.73e-02  8.11e-02    2.92e-04  4.01e-05    5.33e-02  5.61e-02    1.1e-06
 594000    5.99e-02  7.78e-02    2.28e-04  2.90e-04    4.16e-02  5.39e-02    1.1e-06
 595000    9.15e-02  9.30e-02    3.95e-05  1.09e-03    6.36e-02  6.33e-02    1.1e-06
 596000    6.66e-02  5.98e-02    4.85e-04  1.72e-05    4.62e-02  4.18e-02    1.0e-06
 597000    1.05e-01  7.03e-02    1.19e-03  3.23e-04    7.22e-02  4.90e-02    1.0e-06
 598000    6.28e-02  4.91e-02    2.35e-04  6.04e-04    4.41e-02  3.38e-02    1.0e-06
 599000    7.33e-02  7.31e-02    2.92e-04  1.52e-04    5.14e-02  5.14e-02    1.0e-06
 600000    8.07e-02  9.56e-02    3.77e-04  1.62e-04    5.69e-02  6.76e-02    1.0e-06
 601000    5.11e-02  8.03e-02    1.40e-04  7.65e-05    3.61e-02  5.68e-02    1.0e-06
 602000    9.78e-02  1.13e-01    1.07e-03  2.66e-03    6.82e-02  7.28e-02    9.8e-07
 603000    9.95e-02  6.91e-02    1.46e-03  1.64e-03    6.84e-02  4.46e-02    9.8e-07
 604000    9.71e-02  8.63e-02    1.15e-03  1.66e-03    6.79e-02  5.81e-02    9.5e-07
 605000    7.11e-02  6.38e-02    1.61e-04  9.69e-04    5.08e-02  4.40e-02    9.5e-07
 606000    7.99e-02  7.11e-02    6.71e-05  1.67e-03    5.75e-02  4.69e-02    9.3e-07
 607000    1.02e-01  9.55e-02    1.19e-03  1.04e-03    7.21e-02  6.74e-02    9.3e-07
 608000    7.10e-02  5.56e-02    2.85e-04  1.63e-04    5.12e-02  4.02e-02    9.1e-07
 609000    7.15e-02  7.17e-02    2.25e-04  8.97e-04    5.16e-02  5.06e-02    9.1e-07
 610000    7.08e-02  8.33e-02    2.84e-04  2.37e-03    5.14e-02  5.26e-02    8.9e-07
 611000    6.61e-02  6.12e-02    1.05e-03  1.04e-03    4.65e-02  4.28e-02    8.9e-07
 612000    6.64e-02  4.89e-02    8.09e-04  2.66e-04    4.75e-02  3.56e-02    8.7e-07
 613000    6.46e-02  1.05e-01    1.82e-03  3.03e-03    4.13e-02  6.64e-02    8.7e-07
 614000    7.74e-02  7.17e-02    3.88e-04  2.09e-03    5.67e-02  4.64e-02    8.5e-07
 615000    5.65e-02  9.00e-02    4.56e-04  1.31e-03    4.12e-02  6.41e-02    8.5e-07
 616000    4.91e-02  6.05e-02    4.78e-04  3.48e-04    3.58e-02  4.45e-02    8.3e-07
 617000    6.35e-02  6.26e-02    6.51e-04  5.73e-04    4.63e-02  4.58e-02    8.3e-07
 618000    8.10e-02  7.34e-02    1.35e-03  1.82e-03    5.77e-02  4.94e-02    8.1e-07
 619000    6.34e-02  7.30e-02    6.29e-04  3.36e-04    4.65e-02  5.41e-02    8.1e-07
 620000    7.76e-02  7.27e-02    1.02e-03  1.66e-03    5.66e-02  5.04e-02    7.9e-07
 621000    6.37e-02  5.47e-02    8.01e-04  4.06e-04    4.66e-02  4.06e-02    7.9e-07
 622000    6.73e-02  5.70e-02    8.16e-05  8.61e-04    5.05e-02  4.12e-02    7.8e-07
 623000    6.53e-02  7.33e-02    5.07e-04  4.76e-04    4.85e-02  5.46e-02    7.8e-07
 624000    5.62e-02  8.14e-02    8.44e-04  1.02e-03    4.09e-02  5.99e-02    7.6e-07
 625000    6.76e-02  6.55e-02    5.21e-04  1.11e-03    5.05e-02  4.72e-02    7.6e-07
 626000    7.51e-02  8.45e-02    2.16e-04  2.84e-03    5.68e-02  5.37e-02    7.4e-07
 627000    9.64e-02  8.50e-02    7.90e-04  6.00e-04    7.23e-02  6.39e-02    7.4e-07
 628000    5.55e-02  7.83e-02    6.90e-04  1.88e-04    4.13e-02  5.96e-02    7.2e-07
 629000    6.21e-02  4.93e-02    7.45e-04  4.51e-04    4.64e-02  3.72e-02    7.2e-07
 630000    6.35e-02  6.34e-02    7.95e-06  5.14e-04    4.86e-02  4.80e-02    7.1e-07
 631000    6.62e-02  7.50e-02    4.43e-05  6.96e-05    5.07e-02  5.74e-02    7.1e-07
 632000    9.53e-02  8.39e-02    8.66e-04  1.08e-03    7.23e-02  6.28e-02    6.9e-07
 633000    7.01e-02  6.72e-02    6.04e-04  8.61e-04    5.32e-02  5.03e-02    6.9e-07
 634000    7.34e-02  8.65e-02    2.21e-04  1.31e-03    5.66e-02  6.48e-02    6.8e-07
 635000    6.89e-02  4.40e-02    6.37e-05  6.87e-05    5.32e-02  3.40e-02    6.8e-07
 636000    6.89e-02  7.22e-02    3.09e-04  1.04e-04    5.33e-02  5.61e-02    6.6e-07
 637000    4.63e-02  6.76e-02    1.24e-04  8.37e-06    3.59e-02  5.25e-02    6.6e-07
 638000    7.02e-02  8.85e-02    9.29e-04  3.40e-04    5.31e-02  6.88e-02    6.5e-07
 639000    7.25e-02  7.70e-02    2.04e-04  1.19e-03    5.65e-02  5.81e-02    6.5e-07
 640000    5.62e-02  7.89e-02    1.16e-03  9.16e-04    4.12e-02  6.05e-02    6.3e-07
 641000    7.73e-02  9.31e-02    1.33e-03  9.17e-04    5.79e-02  7.19e-02    6.3e-07
 642000    6.01e-02  4.99e-02    7.18e-04  2.43e-04    4.64e-02  3.91e-02    6.2e-07
 643000    6.59e-02  6.19e-02    3.68e-04  6.95e-04    5.16e-02  4.78e-02    6.2e-07
 644000    6.29e-02  6.99e-02    1.10e-03  1.08e-03    4.74e-02  5.32e-02    6.0e-07
 645000    7.21e-02  8.34e-02    4.98e-04  8.31e-04    5.66e-02  6.50e-02    6.0e-07
 646000    7.54e-02  7.41e-02    1.15e-03  1.23e-03    5.78e-02  5.64e-02    5.9e-07
 647000    6.41e-02  5.93e-02    4.28e-04  5.33e-04    5.05e-02  4.65e-02    5.9e-07
 648000    5.21e-02  7.26e-02    4.16e-04  9.88e-04    4.11e-02  5.62e-02    5.8e-07
 649000    8.71e-02  8.14e-02    2.82e-05  2.24e-04    6.94e-02  6.48e-02    5.8e-07
 650000    5.98e-02  5.80e-02    8.56e-04  1.57e-03    4.66e-02  4.18e-02    5.6e-07
 651000    9.26e-02  7.65e-02    1.18e-03  5.44e-05    7.22e-02  6.12e-02    5.6e-07
 652000    7.14e-02  6.84e-02    2.16e-04  3.80e-05    5.73e-02  5.50e-02    5.5e-07
 653000    6.05e-02  5.50e-02    7.88e-04  1.78e-04    4.73e-02  4.41e-02    5.5e-07
 654000    7.37e-02  9.10e-02    9.41e-04  1.39e-03    5.80e-02  7.09e-02    5.4e-07
 655000    4.52e-02  7.12e-02    3.59e-04  6.07e-06    3.61e-02  5.74e-02    5.4e-07
 656000    8.59e-02  7.31e-02    9.70e-04  1.63e-04    6.81e-02  5.91e-02    5.2e-07
 657000    7.96e-02  1.03e-01    8.25e-04  2.87e-03    6.35e-02  7.31e-02    5.2e-07
 658000    5.38e-02  7.22e-02    1.01e-03  1.02e-03    4.14e-02  5.70e-02    5.1e-07
 659000    6.33e-02  6.88e-02    5.51e-05  8.85e-04    5.15e-02  5.45e-02    5.1e-07
 660000    6.96e-02  7.24e-02    2.05e-04  1.04e-03    5.67e-02  5.75e-02    5.0e-07
 661000    6.72e-02  5.84e-02    8.07e-04  1.11e-03    5.35e-02  4.47e-02    5.0e-07
 662000    8.98e-02  7.83e-02    8.81e-04  4.92e-04    7.25e-02  6.37e-02    4.9e-07
 663000    7.83e-02  6.87e-02    6.74e-04  2.78e-04    6.35e-02  5.61e-02    4.9e-07
 664000    6.09e-02  6.12e-02    1.16e-03  1.01e-04    4.73e-02  5.03e-02    4.8e-07
 665000    4.44e-02  5.51e-02    3.76e-04  5.08e-05    3.61e-02  4.54e-02    4.8e-07
 666000    6.14e-02  6.67e-02    1.78e-04  4.14e-04    5.07e-02  5.48e-02    4.7e-07
 667000    7.67e-02  6.63e-02    2.95e-06  5.84e-04    6.33e-02  5.41e-02    4.7e-07
 668000    5.18e-02  5.53e-02    7.79e-04  8.55e-04    4.14e-02  4.42e-02    4.6e-07
 669000    5.97e-02  7.18e-02    6.43e-04  1.94e-05    4.85e-02  5.95e-02    4.6e-07
 670000    8.75e-02  7.47e-02    5.91e-04  1.76e-04    7.23e-02  6.21e-02    4.5e-07
 671000    5.85e-02  7.43e-02    1.51e-04  1.36e-03    4.86e-02  5.83e-02    4.5e-07
 672000    8.30e-02  7.77e-02    3.42e-05  1.25e-03    6.93e-02  6.22e-02    4.4e-07
 673000    4.32e-02  4.99e-02    9.86e-05  6.24e-04    3.60e-02  4.08e-02    4.4e-07
 674000    8.37e-02  9.14e-02    1.21e-03  1.50e-03    6.77e-02  7.32e-02    4.3e-07
 675000    4.32e-02  7.57e-02    1.27e-04  7.34e-04    3.61e-02  6.26e-02    4.3e-07
 676000    6.38e-02  6.39e-02    3.63e-04  9.99e-04    5.33e-02  5.14e-02    4.2e-07
 677000    8.24e-02  6.95e-02    9.40e-05  1.04e-03    6.92e-02  5.63e-02    4.2e-07
 678000    4.98e-02  7.26e-02    5.15e-04  7.84e-04    4.13e-02  6.01e-02    4.1e-07
 679000    6.90e-02  5.49e-02    3.34e-04  1.71e-03    5.80e-02  3.93e-02    4.1e-07
 680000    4.97e-02  7.25e-02    6.21e-04  1.25e-04    4.11e-02  6.13e-02    4.0e-07
 681000    6.35e-02  6.78e-02    3.05e-04  1.03e-03    5.35e-02  5.51e-02    4.0e-07
 682000    5.73e-02  5.65e-02    2.17e-04  7.78e-04    4.85e-02  4.64e-02    3.9e-07
 683000    8.23e-02  6.36e-02    5.41e-04  1.07e-03    6.94e-02  5.15e-02    3.9e-07
 684000    5.01e-02  8.58e-02    7.37e-04  2.44e-03    4.13e-02  6.37e-02    3.8e-07
 685000    6.85e-02  8.66e-02    5.06e-04  1.78e-03    5.79e-02  6.91e-02    3.8e-07
 686000    6.03e-02  6.75e-02    9.93e-05  1.03e-03    5.15e-02  5.56e-02    3.7e-07
 687000    6.69e-02  6.05e-02    2.09e-04  5.95e-04    5.70e-02  5.10e-02    3.7e-07
 688000    5.52e-02  3.93e-02    6.37e-04  9.66e-05    4.64e-02  3.36e-02    3.6e-07
 689000    5.67e-02  6.46e-02    1.89e-05  1.09e-03    4.86e-02  5.27e-02    3.6e-07
 690000    5.13e-02  6.26e-02    5.66e-05  9.56e-05    4.41e-02  5.38e-02    3.5e-07
 691000    6.20e-02  7.75e-02    2.22e-04  1.79e-03    5.32e-02  6.03e-02    3.5e-07
 692000    6.19e-02  6.31e-02    1.11e-04  3.37e-04    5.33e-02  5.41e-02    3.5e-07
 693000    5.10e-02  5.84e-02    2.32e-05  4.58e-04    4.39e-02  4.99e-02    3.5e-07
 694000    4.82e-02  8.79e-02    4.76e-04  1.04e-03    4.11e-02  7.44e-02    3.4e-07
 695000    8.04e-02  8.01e-02    2.43e-04  3.52e-04    6.94e-02  6.90e-02    3.4e-07
 696000    6.57e-02  8.08e-02    4.12e-05  7.37e-04    5.69e-02  6.92e-02    3.3e-07
 697000    5.06e-02  6.72e-02    9.85e-04  1.53e-03    4.13e-02  5.35e-02    3.3e-07
 698000    5.53e-02  5.29e-02    9.23e-04  1.26e-03    4.63e-02  4.25e-02    3.2e-07
 699000    8.45e-02  6.93e-02    8.17e-04  2.71e-04    7.24e-02  6.01e-02    3.2e-07
 700000    7.25e-02  7.30e-02    3.51e-05  7.37e-04    6.32e-02  6.27e-02    3.2e-07
 701000    6.14e-02  6.96e-02    3.06e-04  1.39e-03    5.33e-02  5.64e-02    3.2e-07
 702000    6.48e-02  6.48e-02    2.07e-05  1.17e-03    5.66e-02  5.42e-02    3.1e-07
 703000    7.96e-02  9.24e-02    9.41e-04  1.85e-03    6.80e-02  7.56e-02    3.1e-07
 704000    4.92e-02  7.73e-02    7.97e-04  5.14e-04    4.14e-02  6.73e-02    3.0e-07
 705000    5.64e-02  7.35e-02    6.06e-04  7.58e-04    4.85e-02  6.33e-02    3.0e-07
 706000    4.12e-02  5.00e-02    1.05e-04  4.65e-04    3.62e-02  4.34e-02    3.0e-07
 707000    4.72e-02  5.85e-02    4.38e-04  1.89e-04    4.09e-02  5.13e-02    3.0e-07
 708000    5.60e-02  6.31e-02    9.34e-04  1.14e-03    4.72e-02  5.28e-02    2.9e-07
 709000    4.87e-02  7.16e-02    7.99e-04  2.54e-04    4.12e-02  6.30e-02    2.9e-07
 710000    7.85e-02  7.10e-02    1.28e-04  9.70e-04    6.93e-02  6.09e-02    2.8e-07
 711000    5.02e-02  4.33e-02    1.58e-04  2.91e-04    4.43e-02  3.80e-02    2.8e-07
 712000    6.05e-02  5.99e-02    2.75e-04  5.19e-04    5.34e-02  5.24e-02    2.8e-07
 713000    6.58e-02  5.76e-02    4.83e-04  8.21e-04    5.79e-02  4.95e-02    2.8e-07
 714000    5.35e-02  4.42e-02    7.65e-04  1.85e-04    4.62e-02  3.92e-02    2.7e-07
 715000    5.48e-02  5.57e-02    7.41e-04  1.69e-04    4.73e-02  4.94e-02    2.7e-07
 716000    4.94e-02  5.87e-02    1.93e-04  5.45e-04    4.39e-02  5.16e-02    2.6e-07
 717000    5.38e-02  6.18e-02    7.85e-04  1.90e-04    4.65e-02  5.50e-02    2.6e-07
 718000    4.73e-02  8.25e-02    5.61e-04  4.52e-04    4.13e-02  7.33e-02    2.6e-07
 719000    7.77e-02  7.63e-02    1.37e-05  1.43e-04    6.93e-02  6.81e-02    2.6e-07
 720000    7.77e-02  6.75e-02    2.52e-04  4.38e-05    6.94e-02  6.04e-02    2.5e-07
 721000    7.81e-02  7.78e-02    4.80e-04  5.13e-04    6.94e-02  6.90e-02    2.5e-07
 722000    4.03e-02  6.11e-02    7.69e-05  1.42e-03    3.61e-02  5.07e-02    2.5e-07
 723000    5.33e-02  6.72e-02    4.45e-04  1.12e-03    4.73e-02  5.77e-02    2.5e-07
 724000    5.99e-02  4.96e-02    4.17e-04  6.37e-04    5.34e-02  4.33e-02    2.4e-07
 725000    4.92e-02  5.83e-02    1.07e-04  7.69e-04    4.41e-02  5.11e-02    2.4e-07
 726000    7.04e-02  4.30e-02    1.04e-04  5.80e-04    6.34e-02  3.77e-02    2.3e-07
 727000    4.00e-02  4.76e-02    5.62e-05  2.03e-04    3.60e-02  4.28e-02    2.3e-07
 728000    6.49e-02  5.53e-02    6.03e-04  1.36e-03    5.78e-02  4.53e-02    2.3e-07
 729000    4.88e-02  4.64e-02    2.34e-04  2.93e-04    4.39e-02  4.16e-02    2.3e-07
 730000    5.39e-02  6.89e-02    2.09e-04  3.33e-04    4.86e-02  6.20e-02    2.2e-07
 731000    5.93e-02  6.01e-02    2.85e-04  1.55e-04    5.34e-02  5.42e-02    2.2e-07
 732000    6.31e-02  5.79e-02    4.19e-04  8.03e-04    5.68e-02  5.11e-02    2.2e-07
 733000    5.37e-02  7.53e-02    1.65e-04  1.02e-03    4.86e-02  6.61e-02    2.2e-07
 734000    7.70e-02  6.71e-02    5.28e-04  2.41e-04    6.93e-02  6.08e-02    2.1e-07
 735000    7.04e-02  8.46e-02    5.11e-04  1.14e-03    6.34e-02  7.48e-02    2.1e-07
 736000    3.97e-02  4.83e-02    2.12e-04  8.56e-05    3.60e-02  4.39e-02    2.1e-07
 737000    5.42e-02  5.10e-02    1.09e-03  1.87e-03    4.67e-02  3.75e-02    2.1e-07
 738000    5.91e-02  5.57e-02    4.26e-04  2.51e-04    5.34e-02  5.05e-02    2.0e-07
 739000    5.47e-02  5.69e-02    1.00e-03  3.35e-04    4.73e-02  5.16e-02    2.0e-07
 740000    8.12e-02  6.21e-02    9.63e-04  9.53e-04    7.25e-02  5.46e-02    2.0e-07
 741000    4.82e-02  4.31e-02    1.29e-04  5.34e-04    4.40e-02  3.85e-02    2.0e-07
 742000    7.60e-02  8.09e-02    2.56e-04  1.07e-03    6.94e-02  7.20e-02    1.9e-07
 743000    6.21e-02  7.36e-02    7.43e-05  1.80e-04    5.68e-02  6.72e-02    1.9e-07
 744000    7.48e-02  6.48e-02    6.06e-04  7.84e-04    6.78e-02  5.80e-02    1.9e-07
 745000    5.87e-02  6.83e-02    4.16e-04  2.06e-04    5.33e-02  6.25e-02    1.9e-07
 746000    5.34e-02  5.60e-02    8.30e-04  4.18e-05    4.73e-02  5.14e-02    1.9e-07
 747000    5.49e-02  4.47e-02    1.09e-03  9.69e-06    4.73e-02  4.10e-02    1.9e-07
 748000    7.56e-02  6.07e-02    2.94e-04  5.79e-04    6.94e-02  5.51e-02    1.8e-07
 749000    7.95e-02  5.42e-02    6.00e-04  4.16e-04    7.25e-02  4.94e-02    1.8e-07
 750000    5.29e-02  5.57e-02    7.19e-05  5.74e-04    4.88e-02  5.04e-02    1.8e-07
 751000    3.99e-02  4.42e-02    5.20e-04  4.26e-04    3.59e-02  4.03e-02    1.8e-07
 752000    5.80e-02  6.52e-02    1.85e-04  1.20e-03    5.34e-02  5.66e-02    1.7e-07
 753000    5.58e-02  5.45e-02    1.27e-03  9.72e-05    4.74e-02  5.03e-02    1.7e-07
 754000    5.49e-02  4.97e-02    1.92e-04  3.97e-04    5.07e-02  4.55e-02    1.7e-07
 755000    4.56e-02  5.94e-02    6.08e-04  5.65e-04    4.11e-02  5.42e-02    1.7e-07
 756000    4.76e-02  5.97e-02    9.73e-08  1.00e-03    4.41e-02  5.30e-02    1.7e-07
 757000    3.95e-02  5.17e-02    4.73e-04  4.55e-04    3.59e-02  4.74e-02    1.7e-07
 758000    4.48e-02  7.46e-02    3.47e-04  1.93e-03    4.12e-02  6.20e-02    1.6e-07
 759000    6.83e-02  4.78e-02    1.49e-04  9.55e-05    6.33e-02  4.43e-02    1.6e-07
 760000    5.48e-02  5.49e-02    1.17e-03  5.11e-04    4.74e-02  5.03e-02    1.6e-07
 761000    5.20e-02  5.01e-02    8.56e-04  8.93e-04    4.66e-02  4.46e-02    1.6e-07
 762000    5.23e-02  4.20e-02    8.50e-06  1.16e-04    4.86e-02  3.90e-02    1.5e-07
 763000    7.92e-02  6.53e-02    8.30e-04  9.84e-04    7.24e-02  5.86e-02    1.5e-07
 764000    6.30e-02  6.11e-02    6.78e-04  2.25e-04    5.77e-02  5.68e-02    1.5e-07
 765000    3.88e-02  5.65e-02    2.03e-04  1.01e-04    3.60e-02  5.26e-02    1.5e-07
 766000    7.95e-02  1.03e-01    9.71e-04  2.99e-03    7.24e-02  8.28e-02    1.5e-07
 767000    4.71e-02  4.51e-02    4.68e-05  3.49e-04    4.40e-02  4.18e-02    1.5e-07
 768000    7.46e-02  5.26e-02    9.59e-04  5.51e-04    6.79e-02  4.83e-02    1.4e-07
 769000    5.20e-02  6.28e-02    5.27e-05  1.22e-03    4.86e-02  5.49e-02    1.4e-07
 770000    5.19e-02  6.23e-02    1.97e-05  5.68e-04    4.86e-02  5.75e-02    1.4e-07
 771000    4.59e-02  6.90e-02    7.93e-04  1.51e-03    4.10e-02  5.99e-02    1.4e-07
 772000    3.86e-02  6.94e-02    2.37e-04  8.47e-04    3.60e-02  6.37e-02    1.4e-07
 773000    5.41e-02  7.16e-02    1.94e-04  2.06e-03    5.06e-02  5.79e-02    1.4e-07
 774000    6.75e-02  5.97e-02    4.79e-05  4.53e-04    6.34e-02  5.55e-02    1.3e-07
 775000    7.83e-02  5.29e-02    7.64e-04  3.30e-04    7.24e-02  4.94e-02    1.3e-07
 776000    4.69e-02  4.91e-02    4.89e-05  4.09e-04    4.41e-02  4.57e-02    1.3e-07
 777000    5.32e-02  5.82e-02    9.80e-04  1.27e-03    4.74e-02  5.08e-02    1.3e-07
 778000    5.29e-02  5.88e-02    9.56e-04  1.57e-03    4.73e-02  4.91e-02    1.3e-07
 779000    3.85e-02  4.49e-02    1.86e-04  1.55e-04    3.61e-02  4.22e-02    1.3e-07
 780000    4.67e-02  5.32e-02    6.77e-05  1.35e-04    4.40e-02  5.01e-02    1.3e-07
 781000    5.26e-02  5.35e-02    9.24e-04  6.16e-05    4.72e-02  5.04e-02    1.3e-07
 782000    7.41e-02  5.84e-02    1.02e-03  1.60e-03    6.79e-02  4.83e-02    1.2e-07
