# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 783000    5.79e-02  7.85e-02    2.71e-04  4.18e-04    5.45e-02  7.38e-02    1.2e-07
 784000    6.69e-02  8.15e-02    1.59e-03  3.43e-04    5.77e-02  7.68e-02    1.2e-07
 785000    6.89e-02  6.64e-02    5.83e-04  1.00e-04    6.45e-02  6.27e-02    1.2e-07
 786000    5.77e-02  8.23e-02    2.78e-04  1.69e-03    5.44e-02  7.29e-02    1.2e-07
 787000    9.60e-02  7.42e-02    1.12e-03  9.62e-04    8.89e-02  6.83e-02    1.2e-07
 788000    5.89e-02  5.34e-02    1.93e-04  6.77e-04    5.57e-02  4.92e-02    1.1e-07
 789000    5.75e-02  5.75e-02    1.16e-04  1.16e-04    5.45e-02  5.45e-02    1.1e-07
 790000    5.48e-02  5.00e-02    3.08e-04  6.82e-04    5.17e-02  4.60e-02    1.1e-07
 791000    7.60e-02  9.18e-02    8.40e-04  2.67e-03    7.07e-02  7.47e-02    1.1e-07
 792000    5.59e-02  3.97e-02    3.48e-04  9.18e-05    5.28e-02  3.76e-02    1.1e-07
 793000    7.11e-02  5.56e-02    3.10e-04  6.48e-04    6.73e-02  5.16e-02    1.1e-07
 794000    5.74e-02  6.93e-02    1.06e-05  1.25e-03    5.45e-02  6.26e-02    1.1e-07
 795000    5.86e-02  4.72e-02    1.63e-05  1.10e-04    5.57e-02  4.48e-02    1.1e-07
 796000    5.46e-02  5.61e-02    2.52e-04  3.23e-04    5.18e-02  5.31e-02    1.0e-07
 797000    5.37e-02  4.86e-02    1.16e-03  6.54e-05    4.80e-02  4.62e-02    1.0e-07
 798000    5.95e-02  5.60e-02    5.87e-04  8.87e-04    5.58e-02  5.13e-02    1.0e-07
 799000    6.61e-02  8.96e-02    5.28e-04  2.63e-04    6.24e-02  8.53e-02    1.0e-07
 800000    6.92e-02  6.04e-02    8.86e-04  1.22e-03    6.44e-02  5.41e-02    1.0e-07
 801000    9.49e-02  7.30e-02    1.02e-03  2.16e-03    8.88e-02  5.93e-02    1.0e-07
 802000    6.85e-02  6.14e-02    7.22e-04  1.61e-04    6.43e-02  5.86e-02    9.8e-08
 803000    5.71e-02  7.99e-02    1.80e-04  5.48e-04    5.45e-02  7.57e-02    9.8e-08
 804000    5.59e-02  5.57e-02    5.04e-04  5.88e-04    5.28e-02  5.24e-02    9.5e-08
 805000    5.84e-02  6.12e-02    4.85e-05  4.63e-04    5.58e-02  5.79e-02    9.5e-08
 806000    9.41e-02  6.45e-02    7.94e-04  2.93e-04    8.90e-02  6.15e-02    9.3e-08
 807000    9.45e-02  6.07e-02    1.46e-04  1.00e-03    9.03e-02  5.55e-02    9.3e-08
 808000    9.43e-02  8.46e-02    2.92e-05  3.10e-04    9.03e-02  8.08e-02    9.1e-08
 809000    5.89e-02  6.72e-02    5.26e-04  8.09e-04    5.57e-02  6.29e-02    9.1e-08
 810000    5.36e-02  5.15e-02    1.19e-03  2.49e-04    4.80e-02  4.92e-02    8.9e-08
 811000    5.92e-02  6.03e-02    6.29e-04  1.02e-03    5.58e-02  5.52e-02    8.9e-08
 812000    7.02e-02  6.35e-02    3.10e-04  3.04e-04    6.72e-02  6.07e-02    8.7e-08
 813000    7.03e-02  6.44e-02    1.88e-04  9.89e-04    6.73e-02  5.92e-02    8.7e-08
 814000    5.82e-02  9.72e-02    2.03e-04  1.41e-03    5.57e-02  9.01e-02    8.5e-08
 815000    5.38e-02  8.90e-02    1.24e-03  1.38e-03    4.80e-02  8.27e-02    8.5e-08
 816000    7.00e-02  5.94e-02    2.62e-04  1.87e-04    6.72e-02  5.70e-02    8.3e-08
 817000    5.85e-02  5.94e-02    3.93e-04  8.61e-04    5.58e-02  5.53e-02    8.3e-08
 818000    5.79e-02  5.52e-02    1.13e-04  2.19e-04    5.57e-02  5.30e-02    8.1e-08
 819000    5.45e-02  5.80e-02    4.76e-04  6.34e-04    5.18e-02  5.47e-02    8.1e-08
 820000    4.89e-02  6.45e-02    1.57e-04  1.05e-03    4.70e-02  5.99e-02    7.9e-08
 821000    9.38e-02  9.19e-02    3.27e-05  2.16e-03    9.03e-02  8.04e-02    7.9e-08
 822000    7.00e-02  8.10e-02    3.14e-04  1.23e-03    6.72e-02  7.49e-02    7.8e-08
 823000    6.29e-02  6.30e-02    1.11e-03  8.21e-04    5.77e-02  5.92e-02    7.8e-08
 824000    5.88e-02  7.03e-02    5.99e-04  6.32e-04    5.58e-02  6.70e-02    7.6e-08
 825000    9.42e-02  1.02e-01    1.11e-03  2.70e-03    8.88e-02  8.67e-02    7.6e-08
 826000    7.03e-02  6.39e-02    4.72e-04  7.49e-04    6.73e-02  6.02e-02    7.4e-08
 827000    6.29e-02  6.06e-02    1.12e-03  1.87e-03    5.77e-02  4.96e-02    7.4e-08
 828000    5.65e-02  7.06e-02    2.22e-04  9.98e-04    5.44e-02  6.62e-02    7.2e-08
 829000    9.37e-02  1.01e-01    1.01e-03  3.17e-03    8.89e-02  8.07e-02    7.2e-08
 830000    6.99e-02  5.90e-02    2.91e-04  8.86e-04    6.73e-02  5.48e-02    7.1e-08
 831000    6.97e-02  9.42e-02    3.01e-04  9.76e-05    6.71e-02  9.10e-02    7.1e-08
 832000    5.63e-02  5.08e-02    8.38e-04  9.48e-04    5.28e-02  4.67e-02    6.9e-08
 833000    6.75e-02  7.49e-02    6.59e-04  1.40e-03    6.44e-02  6.87e-02    6.9e-08
 834000    5.37e-02  5.81e-02    1.29e-03  3.72e-04    4.79e-02  5.60e-02    6.8e-08
 835000    5.62e-02  5.76e-02    7.91e-04  4.01e-04    5.28e-02  5.53e-02    6.8e-08
 836000    5.75e-02  5.93e-02    2.69e-05  3.95e-04    5.57e-02  5.70e-02    6.6e-08
 837000    4.86e-02  5.49e-02    1.44e-04  1.51e-04    4.70e-02  5.31e-02    6.6e-08
 838000    5.75e-02  5.00e-02    6.37e-05  6.68e-04    5.57e-02  4.70e-02    6.5e-08
 839000    6.95e-02  7.46e-02    3.32e-04  1.45e-04    6.71e-02  7.23e-02    6.5e-08
 840000    5.75e-02  5.29e-02    1.35e-04  6.73e-04    5.58e-02  4.99e-02    6.3e-08
 841000    5.49e-02  5.37e-02    1.48e-03  1.34e-04    4.80e-02  5.21e-02    6.3e-08
 842000    7.30e-02  6.70e-02    3.05e-04  7.36e-04    7.06e-02  6.37e-02    6.2e-08
 843000    7.31e-02  8.42e-02    4.18e-04  8.82e-04    7.06e-02  8.03e-02    6.2e-08
 844000    9.29e-02  6.51e-02    8.94e-04  4.16e-04    8.89e-02  6.28e-02    6.0e-08
 845000    5.80e-02  6.76e-02    4.87e-04  1.05e-03    5.57e-02  6.32e-02    6.0e-08
 846000    5.84e-02  4.34e-02    6.34e-04  2.85e-04    5.58e-02  4.19e-02    5.9e-08
 847000    9.28e-02  7.72e-02    9.23e-04  1.72e-03    8.88e-02  6.89e-02    5.9e-08
 848000    6.24e-02  5.96e-02    1.13e-03  1.15e-03    5.77e-02  5.47e-02    5.8e-08
 849000    4.84e-02  5.53e-02    9.52e-05  5.46e-04    4.70e-02  5.31e-02    5.8e-08
 850000    6.92e-02  6.48e-02    1.40e-04  4.59e-04    6.73e-02  6.25e-02    5.6e-08
 851000    5.60e-02  8.21e-02    9.77e-05  1.07e-03    5.44e-02  7.79e-02    5.6e-08
 852000    9.22e-02  7.59e-02    7.17e-04  1.06e-03    8.89e-02  7.16e-02    5.5e-08
 853000    5.59e-02  6.24e-02    2.77e-05  3.43e-04    5.44e-02  6.05e-02    5.5e-08
 854000    9.30e-02  7.14e-02    1.02e-03  1.01e-04    8.89e-02  6.95e-02    5.4e-08
 855000    5.48e-02  5.11e-02    4.70e-04  1.62e-04    5.28e-02  4.97e-02    5.4e-08
 856000    5.59e-02  5.33e-02    2.24e-04  4.71e-05    5.44e-02  5.20e-02    5.2e-08
 857000    5.42e-02  5.33e-02    1.42e-03  9.47e-04    4.80e-02  4.98e-02    5.2e-08
 858000    6.43e-02  8.68e-02    2.52e-04  8.46e-04    6.26e-02  8.36e-02    5.1e-08
 859000    5.59e-02  6.64e-02    2.45e-04  9.86e-04    5.44e-02  6.26e-02    5.1e-08
 860000    5.71e-02  5.25e-02    2.72e-05  6.81e-04    5.57e-02  4.98e-02    5.0e-08
 861000    5.71e-02  4.67e-02    8.19e-05  6.81e-04    5.57e-02  4.40e-02    5.0e-08
 862000    5.82e-02  7.67e-02    6.14e-04  4.56e-04    5.59e-02  7.45e-02    4.9e-08
 863000    5.86e-02  6.46e-02    7.24e-04  4.03e-04    5.58e-02  6.27e-02    4.9e-08
 864000    5.42e-02  3.90e-02    1.43e-03  1.87e-05    4.81e-02  3.81e-02    4.8e-08
 865000    5.37e-02  5.21e-02    4.90e-04  1.39e-04    5.18e-02  5.08e-02    4.8e-08
 866000    6.24e-02  7.48e-02    1.18e-03  2.27e-04    5.77e-02  7.30e-02    4.7e-08
 867000    5.57e-02  9.43e-02    9.09e-05  5.91e-04    5.44e-02  9.16e-02    4.7e-08
 868000    6.97e-02  5.64e-02    5.72e-04  6.85e-04    6.74e-02  5.37e-02    4.6e-08
 869000    9.23e-02  7.47e-02    6.16e-05  9.22e-04    9.03e-02  7.13e-02    4.6e-08
 870000    5.56e-02  6.68e-02    7.63e-05  4.21e-04    5.44e-02  6.50e-02    4.5e-08
 871000    6.17e-02  6.89e-02    1.05e-03  7.66e-04    5.77e-02  6.61e-02    4.5e-08
 872000    5.59e-02  5.22e-02    8.71e-04  5.62e-04    5.28e-02  5.03e-02    4.4e-08
 873000    5.31e-02  5.16e-02    1.27e-03  4.14e-04    4.81e-02  5.01e-02    4.4e-08
 874000    9.22e-02  8.35e-02    9.26e-04  2.22e-04    8.89e-02  8.17e-02    4.3e-08
 875000    5.38e-02  5.70e-02    5.73e-04  1.46e-03    5.18e-02  4.97e-02    4.3e-08
 876000    9.23e-02  5.82e-02    9.58e-04  3.50e-05    8.89e-02  5.71e-02    4.2e-08
 877000    9.24e-02  8.17e-02    9.97e-04  1.32e-03    8.89e-02  7.67e-02    4.2e-08
 878000    6.41e-02  7.48e-02    3.34e-04  1.21e-04    6.26e-02  7.33e-02    4.1e-08
 879000    5.80e-02  5.01e-02    6.33e-04  1.07e-03    5.58e-02  4.56e-02    4.1e-08
 880000    6.41e-02  5.22e-02    3.48e-04  3.90e-05    6.26e-02  5.12e-02    4.0e-08
 881000    6.67e-02  5.52e-02    6.96e-04  3.20e-04    6.44e-02  5.39e-02    4.0e-08
 882000    5.34e-02  5.34e-02    4.36e-04  1.87e-04    5.18e-02  5.23e-02    3.9e-08
 883000    5.69e-02  5.20e-02    2.03e-04  3.37e-06    5.57e-02  5.10e-02    3.9e-08
 884000    5.52e-02  7.71e-02    7.49e-04  2.56e-03    5.28e-02  6.30e-02    3.8e-08
 885000    6.42e-02  8.03e-02    4.12e-04  1.69e-03    6.26e-02  7.41e-02    3.8e-08
 886000    5.24e-02  5.49e-02    1.19e-03  1.60e-03    4.79e-02  4.77e-02    3.7e-08
 887000    6.14e-02  6.68e-02    1.03e-03  1.28e-04    5.78e-02  6.55e-02    3.7e-08
 888000    5.31e-02  6.46e-02    3.49e-04  6.98e-04    5.18e-02  6.23e-02    3.6e-08
 889000    4.78e-02  4.07e-02    6.73e-05  1.89e-04    4.70e-02  3.99e-02    3.6e-08
 890000    5.46e-02  4.05e-02    5.98e-04  1.85e-04    5.28e-02  3.97e-02    3.5e-08
 891000    6.17e-02  6.07e-02    1.09e-03  3.84e-04    5.77e-02  5.93e-02    3.5e-08
 892000    5.50e-02  7.18e-02    7.24e-04  1.96e-03    5.28e-02  6.27e-02    3.5e-08
 893000    4.78e-02  3.74e-02    3.43e-05  1.48e-04    4.70e-02  3.67e-02    3.5e-08
 894000    5.54e-02  7.90e-02    9.67e-05  1.74e-03    5.44e-02  7.20e-02    3.4e-08
 895000    6.88e-02  5.23e-02    3.77e-04  1.35e-04    6.73e-02  5.14e-02    3.4e-08
 896000    5.53e-02  5.35e-02    1.20e-04  4.95e-04    5.44e-02  5.20e-02    3.3e-08
 897000    5.27e-02  6.21e-02    1.24e-03  1.46e-03    4.81e-02  5.66e-02    3.3e-08
 898000    5.79e-02  6.70e-02    6.73e-04  7.17e-04    5.58e-02  6.48e-02    3.2e-08
 899000    7.23e-02  6.71e-02    5.06e-04  3.80e-04    7.06e-02  6.58e-02    3.2e-08
 900000    9.17e-02  7.47e-02    7.36e-05  1.07e-04    9.03e-02  7.35e-02    3.2e-08
 901000    5.53e-02  6.70e-02    6.17e-05  6.39e-04    5.45e-02  6.51e-02    3.2e-08
 902000    6.85e-02  5.93e-02    4.09e-04  5.26e-04    6.71e-02  5.77e-02    3.1e-08
 903000    5.53e-02  7.55e-02    3.94e-05  2.31e-04    5.44e-02  7.42e-02    3.1e-08
 904000    6.87e-02  7.56e-02    3.85e-04  2.55e-04    6.73e-02  7.44e-02    3.0e-08
 905000    5.67e-02  7.23e-02    1.59e-04  1.50e-03    5.58e-02  6.59e-02    3.0e-08
 906000    6.67e-02  6.59e-02    7.77e-04  1.44e-03    6.44e-02  6.03e-02    3.0e-08
 907000    5.75e-02  5.57e-02    5.71e-04  1.66e-04    5.58e-02  5.48e-02    3.0e-08
 908000    9.15e-02  7.99e-02    8.72e-04  1.80e-03    8.89e-02  7.23e-02    2.9e-08
 909000    5.29e-02  6.67e-02    3.73e-04  8.11e-04    5.18e-02  6.43e-02    2.9e-08
 910000    5.30e-02  5.38e-02    4.07e-04  6.25e-05    5.18e-02  5.30e-02    2.8e-08
 911000    6.16e-02  6.95e-02    1.10e-03  4.86e-04    5.77e-02  6.81e-02    2.8e-08
 912000    4.77e-02  6.36e-02    1.85e-04  4.14e-04    4.70e-02  6.24e-02    2.8e-08
 913000    6.36e-02  9.09e-02    2.59e-04  3.00e-03    6.26e-02  7.57e-02    2.8e-08
 914000    6.82e-02  5.24e-02    2.54e-04  1.40e-03    6.71e-02  4.60e-02    2.7e-08
 915000    4.77e-02  5.00e-02    2.02e-04  6.94e-04    4.70e-02  4.81e-02    2.7e-08
 916000    5.47e-02  7.98e-02    6.78e-04  9.89e-05    5.28e-02  7.88e-02    2.6e-08
 917000    6.88e-02  6.89e-02    4.82e-04  1.46e-03    6.73e-02  6.26e-02    2.6e-08
 918000    5.77e-02  6.70e-02    6.68e-04  2.12e-04    5.58e-02  6.60e-02    2.6e-08
 919000    9.15e-02  1.03e-01    7.21e-05  2.97e-03    9.03e-02  8.77e-02    2.6e-08
 920000    6.85e-02  6.89e-02    3.53e-04  2.04e-03    6.73e-02  5.72e-02    2.5e-08
 921000    6.35e-02  7.37e-02    3.31e-04  8.05e-06    6.25e-02  7.28e-02    2.5e-08
 922000    5.23e-02  5.19e-02    1.21e-03  1.04e-04    4.80e-02  5.13e-02    2.5e-08
 923000    5.72e-02  5.40e-02    5.27e-04  3.18e-04    5.58e-02  5.31e-02    2.5e-08
 924000    6.63e-02  5.23e-02    7.09e-04  2.95e-04    6.44e-02  5.15e-02    2.4e-08
 925000    5.66e-02  4.81e-02    2.45e-04  5.02e-04    5.58e-02  4.67e-02    2.4e-08
 926000    5.47e-02  4.72e-02    7.00e-04  9.56e-05    5.28e-02  4.66e-02    2.3e-08
 927000    4.76e-02  8.80e-02    1.90e-04  2.30e-03    4.70e-02  7.88e-02    2.3e-08
 928000    6.34e-02  7.84e-02    2.41e-04  1.56e-03    6.26e-02  7.33e-02    2.3e-08
 929000    5.27e-02  5.45e-02    3.23e-04  8.09e-04    5.18e-02  5.20e-02    2.3e-08
 930000    6.13e-02  6.34e-02    1.08e-03  1.04e-03    5.78e-02  6.02e-02    2.2e-08
 931000    6.10e-02  5.71e-02    1.03e-03  5.08e-04    5.78e-02  5.58e-02    2.2e-08
 932000    6.62e-02  7.70e-02    7.05e-04  2.06e-03    6.44e-02  6.79e-02    2.2e-08
 933000    6.15e-02  9.94e-02    1.13e-03  3.60e-03    5.78e-02  7.69e-02    2.2e-08
 934000    5.50e-02  5.65e-02    9.31e-05  6.14e-05    5.44e-02  5.59e-02    2.1e-08
 935000    6.62e-02  6.43e-02    7.24e-04  1.52e-05    6.44e-02  6.36e-02    2.1e-08
 936000    6.35e-02  7.95e-02    3.70e-04  8.03e-04    6.26e-02  7.76e-02    2.1e-08
 937000    9.11e-02  6.66e-02    8.65e-04  6.61e-04    8.89e-02  6.49e-02    2.1e-08
 938000    6.83e-02  5.93e-02    3.54e-04  5.91e-04    6.73e-02  5.77e-02    2.0e-08
 939000    6.35e-02  6.04e-02    3.60e-04  7.25e-04    6.26e-02  5.87e-02    2.0e-08
 940000    5.50e-02  4.85e-02    8.02e-05  6.34e-06    5.44e-02  4.81e-02    2.0e-08
 941000    6.85e-02  7.58e-02    4.57e-04  3.91e-05    6.73e-02  7.51e-02    2.0e-08
 942000    5.23e-02  5.22e-02    1.22e-03  1.08e-03    4.80e-02  4.88e-02    1.9e-08
 943000    5.76e-02  4.34e-02    6.76e-04  4.09e-04    5.58e-02  4.24e-02    1.9e-08
 944000    6.36e-02  8.28e-02    4.31e-04  3.83e-04    6.26e-02  8.17e-02    1.9e-08
 945000    6.62e-02  5.39e-02    7.20e-04  6.62e-04    6.44e-02  5.22e-02    1.9e-08
 946000    6.80e-02  4.30e-02    3.46e-04  8.29e-05    6.71e-02  4.26e-02    1.9e-08
 947000    5.75e-02  6.13e-02    6.54e-04  1.54e-03    5.58e-02  5.45e-02    1.9e-08
 948000    4.74e-02  7.17e-02    4.91e-05  5.26e-04    4.70e-02  7.06e-02    1.8e-08
 949000    9.14e-02  6.92e-02    9.97e-04  7.76e-04    8.89e-02  6.72e-02    1.8e-08
 950000    5.27e-02  5.59e-02    3.84e-04  1.25e-03    5.18e-02  5.09e-02    1.8e-08
 951000    5.17e-02  4.20e-02    1.13e-03  4.88e-04    4.80e-02  4.09e-02    1.8e-08
 952000    6.15e-02  6.94e-02    1.14e-03  8.67e-04    5.77e-02  6.72e-02    1.7e-08
 953000    5.43e-02  6.24e-02    6.42e-04  2.55e-04    5.28e-02  6.18e-02    1.7e-08
 954000    6.10e-02  5.54e-02    1.05e-03  9.50e-05    5.77e-02  5.49e-02    1.7e-08
 955000    5.75e-02  8.76e-02    6.70e-04  1.81e-03    5.58e-02  8.11e-02    1.7e-08
 956000    9.10e-02  9.27e-02    2.45e-05  2.16e-03    9.03e-02  8.38e-02    1.7e-08
 957000    6.79e-02  7.30e-02    2.95e-04  5.77e-04    6.72e-02  7.17e-02    1.7e-08
 958000    9.11e-02  6.70e-02    6.74e-05  1.08e-03    9.03e-02  6.37e-02    1.6e-08
 959000    6.80e-02  8.29e-02    3.86e-04  2.82e-03    6.71e-02  6.72e-02    1.6e-08
 960000    5.29e-02  4.01e-02    1.33e-03  7.15e-04    4.80e-02  3.81e-02    1.6e-08
 961000    6.65e-02  6.71e-02    8.49e-04  6.78e-04    6.44e-02  6.56e-02    1.6e-08
 962000    6.78e-02  7.08e-02    2.56e-04  1.93e-05    6.72e-02  7.03e-02    1.5e-08
 963000    6.80e-02  6.60e-02    3.91e-04  8.01e-04    6.71e-02  6.41e-02    1.5e-08
 964000    5.62e-02  6.55e-02    1.49e-04  5.48e-04    5.58e-02  6.42e-02    1.5e-08
 965000    9.10e-02  6.69e-02    2.98e-05  6.68e-04    9.03e-02  6.54e-02    1.5e-08
 966000    5.24e-02  5.24e-02    1.27e-03  1.27e-03    4.80e-02  4.80e-02    1.5e-08
 967000    5.47e-02  5.10e-02    7.55e-04  1.34e-03    5.28e-02  4.55e-02    1.5e-08
 968000    7.16e-02  8.82e-02    4.33e-04  1.63e-03    7.06e-02  8.27e-02    1.4e-08
 969000    5.25e-02  5.92e-02    3.45e-04  8.86e-04    5.18e-02  5.67e-02    1.4e-08
 970000    9.10e-02  8.88e-02    9.25e-04  1.91e-03    8.89e-02  8.16e-02    1.4e-08
 971000    5.25e-02  5.37e-02    3.47e-04  2.43e-04    5.18e-02  5.31e-02    1.4e-08
 972000    6.82e-02  8.07e-02    4.07e-04  1.54e-03    6.73e-02  7.51e-02    1.4e-08
 973000    6.32e-02  7.20e-02    3.01e-04  7.40e-04    6.26e-02  7.05e-02    1.4e-08
 974000    6.79e-02  6.61e-02    3.57e-04  4.07e-04    6.71e-02  6.53e-02    1.3e-08
 975000    9.06e-02  6.86e-02    8.00e-04  3.90e-04    8.89e-02  6.78e-02    1.3e-08
 976000    9.10e-02  7.37e-02    9.51e-04  5.36e-04    8.89e-02  7.26e-02    1.3e-08
 977000    5.61e-02  7.44e-02    1.02e-04  1.20e-03    5.57e-02  7.07e-02    1.3e-08
 978000    5.25e-02  5.76e-02    3.51e-04  1.55e-03    5.18e-02  5.04e-02    1.3e-08
 979000    6.62e-02  4.86e-02    7.96e-04  4.45e-04    6.44e-02  4.77e-02    1.3e-08
 980000    5.48e-02  6.40e-02    7.10e-05  1.02e-03    5.45e-02  6.11e-02    1.3e-08
 981000    6.79e-02  5.92e-02    4.05e-04  5.87e-04    6.71e-02  5.80e-02    1.3e-08
 982000    5.25e-02  5.69e-02    3.89e-04  2.24e-04    5.18e-02  5.65e-02    1.2e-08
 983000    9.09e-02  7.55e-02    3.57e-05  1.22e-03    9.03e-02  7.19e-02    1.2e-08
 984000    5.43e-02  5.14e-02    6.69e-04  4.12e-04    5.28e-02  5.06e-02    1.2e-08
 985000    9.08e-02  6.45e-02    2.83e-05  1.39e-03    9.03e-02  5.93e-02    1.2e-08
 986000    9.08e-02  9.40e-02    7.11e-05  9.96e-04    9.03e-02  9.18e-02    1.2e-08
 987000    6.79e-02  6.52e-02    3.85e-04  6.67e-04    6.71e-02  6.39e-02    1.2e-08
 988000    5.61e-02  4.45e-02    1.27e-04  8.48e-05    5.58e-02  4.42e-02    1.1e-08
 989000    6.60e-02  8.94e-02    7.28e-04  3.41e-03    6.44e-02  6.78e-02    1.1e-08
 990000    5.70e-02  7.25e-02    5.82e-04  1.17e-03    5.58e-02  6.92e-02    1.1e-08
 991000    6.14e-02  7.05e-02    1.15e-03  1.62e-03    5.78e-02  6.44e-02    1.1e-08
 992000    9.07e-02  6.88e-02    8.60e-04  6.23e-04    8.89e-02  6.75e-02    1.1e-08
 993000    4.73e-02  5.57e-02    1.46e-04  3.00e-04    4.70e-02  5.52e-02    1.1e-08
 994000    5.61e-02  6.41e-02    1.42e-04  7.70e-04    5.57e-02  6.22e-02    1.1e-08
 995000    6.78e-02  7.49e-02    3.80e-04  4.24e-04    6.71e-02  7.42e-02    1.1e-08
 996000    5.48e-02  4.94e-02    2.09e-05  3.97e-04    5.45e-02  4.87e-02    1.0e-08
 997000    6.32e-02  7.40e-02    3.31e-04  2.03e-03    6.26e-02  6.59e-02    1.0e-08
 998000    9.08e-02  6.89e-02    3.91e-05  1.41e-03    9.03e-02  6.39e-02    1.0e-08
 999000    6.06e-02  1.22e-01    1.01e-03  5.01e-03    5.78e-02  8.64e-02    1.0e-08
1000000    5.67e-02  6.35e-02    5.03e-04  1.84e-03    5.58e-02  5.45e-02    1.0e-08
