# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 520000    1.24e-01  1.57e-01    4.71e-05  1.69e-03    6.61e-02  8.23e-02    2.5e-06
 521000    1.71e-01  1.05e-01    9.60e-04  1.24e-03    9.07e-02  5.48e-02    2.5e-06
 522000    1.66e-01  1.27e-01    4.44e-04  1.18e-03    8.93e-02  6.72e-02    2.5e-06
 523000    1.25e-01  1.08e-01    3.94e-04  6.55e-04    6.70e-02  5.78e-02    2.5e-06
 524000    9.16e-02  8.19e-02    1.80e-03  6.58e-05    4.72e-02  4.44e-02    2.4e-06
 525000    1.23e-01  1.72e-01    4.52e-04  1.26e-03    6.68e-02  9.27e-02    2.4e-06
 526000    1.02e-01  8.65e-02    1.94e-03  2.49e-04    5.29e-02  4.73e-02    2.3e-06
 527000    9.98e-02  1.15e-01    1.42e-04  3.75e-04    5.46e-02  6.30e-02    2.3e-06
 528000    1.01e-01  1.09e-01    1.11e-03  1.30e-03    5.46e-02  5.88e-02    2.3e-06
 529000    1.64e-01  1.51e-01    2.85e-04  2.21e-03    9.06e-02  8.04e-02    2.3e-06
 530000    8.48e-02  1.02e-01    1.14e-04  1.08e-03    4.71e-02  5.61e-02    2.2e-06
 531000    1.62e-01  1.23e-01    7.25e-05  1.55e-03    8.99e-02  6.69e-02    2.2e-06
 532000    1.29e-01  9.42e-02    1.60e-03  3.97e-04    7.05e-02  5.26e-02    2.2e-06
 533000    1.62e-01  1.18e-01    9.39e-04  1.81e-03    9.04e-02  6.35e-02    2.2e-06
 534000    8.91e-02  1.24e-01    1.69e-03  1.02e-03    4.80e-02  6.96e-02    2.1e-06
 535000    8.73e-02  1.27e-01    1.61e-03  8.69e-04    4.71e-02  7.15e-02    2.1e-06
 536000    1.24e-01  1.13e-01    7.77e-04  8.44e-04    6.99e-02  6.36e-02    2.1e-06
 537000    1.60e-01  1.13e-01    1.91e-03  1.02e-03    8.92e-02  6.36e-02    2.1e-06
 538000    9.70e-02  8.15e-02    8.47e-04  1.85e-04    5.50e-02  4.67e-02    2.0e-06
 539000    8.24e-02  8.59e-02    7.68e-06  1.32e-04    4.73e-02  4.93e-02    2.0e-06
 540000    9.45e-02  1.52e-01    4.60e-04  5.04e-04    5.44e-02  8.74e-02    2.0e-06
 541000    9.20e-02  1.11e-01    1.03e-03  5.48e-04    5.21e-02  6.40e-02    2.0e-06
 542000    8.70e-02  9.88e-02    1.69e-03  4.61e-04    4.82e-02  5.74e-02    1.9e-06
 543000    9.63e-02  8.24e-02    9.98e-04  1.41e-03    5.52e-02  4.58e-02    1.9e-06
 544000    9.29e-02  9.38e-02    4.93e-04  5.75e-05    5.43e-02  5.51e-02    1.9e-06
 545000    1.14e-01  9.70e-02    5.07e-04  8.27e-04    6.68e-02  5.63e-02    1.9e-06
 546000    9.71e-02  1.05e-01    2.20e-03  5.24e-04    5.31e-02  6.17e-02    1.9e-06
 547000    8.93e-02  8.05e-02    8.10e-04  6.24e-04    5.21e-02  4.72e-02    1.9e-06
 548000    8.97e-02  1.05e-01    1.79e-05  1.66e-03    5.34e-02  6.06e-02    1.8e-06
 549000    8.81e-02  7.30e-02    7.99e-04  6.94e-04    5.18e-02  4.29e-02    1.8e-06
 550000    1.06e-01  1.25e-01    1.34e-03  7.10e-04    6.25e-02  7.49e-02    1.8e-06
 551000    9.28e-02  8.37e-02    1.29e-05  6.78e-04    5.57e-02  4.97e-02    1.8e-06
 552000    1.06e-01  8.88e-02    3.99e-04  8.50e-04    6.38e-02  5.30e-02    1.7e-06
 553000    1.48e-01  1.04e-01    1.02e-03  1.15e-03    8.88e-02  6.14e-02    1.7e-06
 554000    1.19e-01  1.31e-01    1.68e-03  2.91e-04    7.02e-02  8.00e-02    1.7e-06
 555000    8.94e-02  1.03e-01    3.25e-04  1.96e-03    5.43e-02  5.93e-02    1.7e-06
 556000    1.09e-01  7.76e-02    9.06e-05  4.27e-04    6.67e-02  4.73e-02    1.7e-06
 557000    9.14e-02  1.02e-01    6.64e-04  1.15e-04    5.56e-02  6.27e-02    1.7e-06
 558000    9.06e-02  1.00e-01    4.34e-04  2.72e-04    5.57e-02  6.17e-02    1.6e-06
 559000    8.38e-02  7.76e-02    6.85e-05  5.00e-04    5.18e-02  4.76e-02    1.6e-06
 560000    8.70e-02  9.04e-02    1.46e-03  9.41e-04    5.17e-02  5.53e-02    1.6e-06
 561000    1.04e-01  1.14e-01    7.82e-04  1.19e-03    6.42e-02  6.99e-02    1.6e-06
 562000    7.77e-02  5.87e-02    1.65e-04  1.44e-04    4.87e-02  3.68e-02    1.5e-06
 563000    1.07e-01  1.03e-01    1.94e-04  9.25e-04    6.70e-02  6.40e-02    1.5e-06
 564000    1.44e-01  1.30e-01    1.67e-03  8.20e-04    8.88e-02  8.13e-02    1.5e-06
 565000    8.71e-02  9.04e-02    1.38e-03  5.82e-04    5.30e-02  5.67e-02    1.5e-06
 566000    8.58e-02  1.36e-01    2.09e-05  1.28e-03    5.45e-02  8.51e-02    1.5e-06
 567000    8.19e-02  1.05e-01    1.98e-03  3.21e-04    4.80e-02  6.67e-02    1.5e-06
 568000    7.46e-02  7.80e-02    8.94e-04  1.32e-03    4.68e-02  4.80e-02    1.4e-06
 569000    7.69e-02  7.64e-02    1.21e-03  1.26e-05    4.76e-02  4.89e-02    1.4e-06
 570000    1.02e-01  9.28e-02    1.35e-03  3.92e-04    6.39e-02  5.96e-02    1.4e-06
 571000    9.95e-02  8.29e-02    6.19e-04  2.42e-03    6.38e-02  4.64e-02    1.4e-06
 572000    7.21e-02  8.78e-02    1.70e-04  1.24e-03    4.67e-02  5.54e-02    1.4e-06
 573000    9.21e-02  1.15e-01    1.49e-03  6.70e-04    5.74e-02  7.41e-02    1.4e-06
 574000    8.58e-02  8.58e-02    9.29e-05  4.42e-04    5.60e-02  5.58e-02    1.3e-06
 575000    1.07e-01  8.60e-02    2.71e-04  1.14e-03    7.00e-02  5.46e-02    1.3e-06
 576000    7.69e-02  7.91e-02    1.41e-03  2.18e-04    4.83e-02  5.19e-02    1.3e-06
 577000    8.51e-02  8.79e-02    1.46e-04  7.59e-05    5.59e-02  5.77e-02    1.3e-06
 578000    9.79e-02  1.01e-01    8.06e-04  1.06e-03    6.41e-02  6.57e-02    1.3e-06
 579000    9.87e-02  9.39e-02    8.24e-04  2.36e-03    6.46e-02  5.62e-02    1.3e-06
 580000    7.15e-02  8.22e-02    6.19e-04  7.84e-04    4.71e-02  5.40e-02    1.3e-06
 581000    8.50e-02  8.16e-02    6.76e-04  1.82e-04    5.60e-02  5.43e-02    1.3e-06
 582000    8.15e-02  8.64e-02    3.18e-04  1.84e-03    5.45e-02  5.39e-02    1.2e-06
 583000    8.25e-02  7.88e-02    5.10e-04  7.90e-04    5.50e-02  5.20e-02    1.2e-06
 584000    9.97e-02  1.08e-01    4.09e-04  1.27e-03    6.70e-02  7.12e-02    1.2e-06
 585000    8.21e-02  1.04e-01    2.65e-04  1.11e-03    5.52e-02  6.90e-02    1.2e-06
 586000    1.34e-01  1.24e-01    1.62e-03  1.38e-03    8.87e-02  8.26e-02    1.2e-06
 587000    9.35e-02  1.10e-01    9.44e-04  2.31e-03    6.26e-02  7.00e-02    1.2e-06
 588000    9.99e-02  8.27e-02    1.06e-03  4.70e-04    6.71e-02  5.61e-02    1.1e-06
 589000    7.73e-02  7.63e-02    2.02e-03  5.91e-04    4.80e-02  5.17e-02    1.1e-06
 590000    7.32e-02  8.05e-02    1.41e-03  1.11e-03    4.78e-02  5.40e-02    1.1e-06
 591000    1.10e-01  1.23e-01    2.28e-03  4.85e-03    7.03e-02  6.08e-02    1.1e-06
 592000    7.93e-02  9.25e-02    4.89e-04  1.13e-03    5.45e-02  6.25e-02    1.1e-06
 593000    9.74e-02  9.32e-02    5.50e-04  8.07e-04    6.69e-02  6.36e-02    1.1e-06
 594000    7.93e-02  8.84e-02    7.24e-04  1.15e-03    5.44e-02  5.99e-02    1.1e-06
 595000    9.30e-02  1.22e-01    1.14e-04  2.64e-03    6.46e-02  7.87e-02    1.1e-06
 596000    7.18e-02  7.90e-02    1.36e-03  8.73e-06    4.78e-02  5.52e-02    1.0e-06
 597000    1.29e-01  8.37e-02    9.68e-04  1.93e-04    8.92e-02  5.84e-02    1.0e-06
 598000    7.75e-02  5.99e-02    1.18e-03  1.14e-03    5.27e-02  4.00e-02    1.0e-06
 599000    7.91e-02  8.40e-02    5.95e-04  3.58e-04    5.52e-02  5.89e-02    1.0e-06
 600000    8.93e-02  1.01e-01    4.23e-04  2.78e-04    6.30e-02  7.16e-02    1.0e-06
 601000    6.65e-02  8.98e-02    1.86e-04  2.57e-04    4.70e-02  6.35e-02    1.0e-06
 602000    1.27e-01  1.10e-01    4.38e-05  1.66e-03    9.05e-02  7.54e-02    9.8e-07
 603000    1.27e-01  8.81e-02    1.39e-04  5.65e-04    9.04e-02  6.23e-02    9.8e-07
 604000    1.26e-01  7.91e-02    1.66e-04  1.24e-03    9.03e-02  5.44e-02    9.5e-07
 605000    7.34e-02  7.48e-02    4.82e-04  1.54e-04    5.21e-02  5.34e-02    9.5e-07
 606000    9.40e-02  8.94e-02    7.15e-04  2.02e-03    6.71e-02  5.94e-02    9.3e-07
 607000    1.24e-01  1.10e-01    4.42e-04  1.61e-03    8.90e-02  7.64e-02    9.3e-07
 608000    7.68e-02  7.32e-02    5.50e-04  8.03e-05    5.51e-02  5.30e-02    9.1e-07
 609000    7.86e-02  6.72e-02    6.99e-04  9.60e-04    5.61e-02  4.70e-02    9.1e-07
 610000    7.60e-02  9.10e-02    1.18e-04  1.79e-03    5.52e-02  6.21e-02    8.9e-07
 611000    7.22e-02  7.36e-02    1.77e-03  1.71e-03    4.83e-02  4.97e-02    8.9e-07
 612000    8.02e-02  7.07e-02    7.62e-04  2.56e-05    5.79e-02  5.17e-02    8.7e-07
 613000    7.69e-02  1.26e-01    1.15e-03  5.16e-03    5.43e-02  6.50e-02    8.7e-07
 614000    8.65e-02  8.20e-02    7.67e-04  1.66e-03    6.29e-02  5.69e-02    8.5e-07
 615000    7.46e-02  1.09e-01    1.52e-04  1.39e-03    5.48e-02  7.79e-02    8.5e-07
 616000    6.35e-02  6.91e-02    1.08e-04  1.98e-04    4.69e-02  5.10e-02    8.3e-07
 617000    6.80e-02  7.49e-02    1.40e-03  1.80e-04    4.74e-02  5.53e-02    8.3e-07
 618000    9.04e-02  8.09e-02    3.69e-04  6.29e-04    6.70e-02  5.95e-02    8.1e-07
 619000    6.63e-02  9.32e-02    1.08e-03  1.14e-03    4.75e-02  6.79e-02    8.1e-07
 620000    8.53e-02  9.25e-02    9.44e-04  1.69e-03    6.27e-02  6.60e-02    7.9e-07
 621000    7.16e-02  6.04e-02    1.94e-03  7.77e-04    4.82e-02  4.41e-02    7.9e-07
 622000    6.95e-02  5.50e-02    5.86e-04  9.60e-05    5.15e-02  4.13e-02    7.8e-07
 623000    7.44e-02  8.30e-02    3.99e-04  1.32e-03    5.56e-02  5.97e-02    7.8e-07
 624000    7.18e-02  1.06e-01    7.19e-05  2.17e-03    5.41e-02  7.52e-02    7.6e-07
 625000    6.85e-02  7.90e-02    3.77e-05  1.07e-03    5.17e-02  5.78e-02    7.6e-07
 626000    8.32e-02  9.01e-02    5.45e-04  1.44e-03    6.27e-02  6.60e-02    7.4e-07
 627000    1.19e-01  1.08e-01    1.21e-03  1.41e-03    8.89e-02  7.97e-02    7.4e-07
 628000    7.19e-02  7.67e-02    2.16e-04  4.65e-04    5.47e-02  5.81e-02    7.2e-07
 629000    6.57e-02  6.02e-02    1.17e-03  9.10e-05    4.80e-02  4.58e-02    7.2e-07
 630000    7.31e-02  6.81e-02    1.08e-04  8.04e-04    5.59e-02  5.09e-02    7.1e-07
 631000    6.90e-02  8.58e-02    7.41e-04  2.43e-04    5.18e-02  6.56e-02    7.1e-07
 632000    1.18e-01  9.67e-02    1.20e-03  5.36e-04    8.90e-02  7.40e-02    6.9e-07
 633000    8.72e-02  8.17e-02    3.08e-04  7.74e-04    6.69e-02  6.19e-02    6.9e-07
 634000    8.08e-02  7.22e-02    3.57e-05  4.12e-04    6.24e-02  5.55e-02    6.8e-07
 635000    8.65e-02  6.18e-02    3.05e-05  4.90e-04    6.68e-02  4.73e-02    6.8e-07
 636000    8.62e-02  7.72e-02    3.88e-05  7.81e-04    6.69e-02  5.89e-02    6.6e-07
 637000    6.05e-02  6.79e-02    3.82e-04  5.97e-04    4.67e-02  5.21e-02    6.6e-07
 638000    8.68e-02  1.02e-01    6.31e-04  2.08e-04    6.71e-02  7.93e-02    6.5e-07
 639000    8.06e-02  8.78e-02    4.48e-04  5.65e-04    6.26e-02  6.81e-02    6.5e-07
 640000    6.99e-02  9.32e-02    5.03e-04  2.13e-03    5.43e-02  6.71e-02    6.3e-07
 641000    8.76e-02  9.11e-02    1.00e-03  1.89e-03    6.73e-02  6.68e-02    6.3e-07
 642000    6.28e-02  5.79e-02    9.07e-04  3.25e-04    4.80e-02  4.54e-02    6.2e-07
 643000    7.24e-02  6.74e-02    8.98e-04  9.99e-04    5.56e-02  5.12e-02    6.2e-07
 644000    7.57e-02  6.80e-02    1.13e-03  3.32e-04    5.78e-02  5.36e-02    6.0e-07
 645000    7.90e-02  1.08e-01    8.71e-05  3.02e-04    6.24e-02  8.51e-02    6.0e-07
 646000    8.57e-02  7.91e-02    8.40e-04  8.18e-04    6.71e-02  6.18e-02    5.9e-07
 647000    6.54e-02  6.37e-02    3.67e-04  2.23e-04    5.17e-02  5.04e-02    5.9e-07
 648000    6.84e-02  8.40e-02    3.08e-04  1.06e-03    5.44e-02  6.53e-02    5.8e-07
 649000    8.88e-02  1.04e-01    3.51e-04  1.38e-03    7.05e-02  8.03e-02    5.8e-07
 650000    6.45e-02  6.43e-02    1.46e-03  1.19e-03    4.81e-02  4.92e-02    5.6e-07
 651000    1.12e-01  9.38e-02    4.42e-04  7.16e-04    8.92e-02  7.43e-02    5.6e-07
 652000    7.83e-02  7.17e-02    1.57e-04  2.57e-05    6.28e-02  5.76e-02    5.5e-07
 653000    7.48e-02  6.90e-02    1.18e-03  3.98e-04    5.78e-02  5.51e-02    5.5e-07
 654000    8.45e-02  1.06e-01    8.36e-04  2.22e-03    6.72e-02  8.03e-02    5.4e-07
 655000    5.83e-02  8.52e-02    2.76e-04  6.28e-05    4.69e-02  6.88e-02    5.4e-07
 656000    1.12e-01  9.36e-02    3.14e-04  1.23e-04    9.06e-02  7.58e-02    5.2e-07
 657000    8.06e-02  1.11e-01    8.45e-04  1.90e-03    6.43e-02  8.57e-02    5.2e-07
 658000    6.72e-02  9.10e-02    8.15e-05  1.51e-03    5.46e-02  7.09e-02    5.1e-07
 659000    6.84e-02  7.65e-02    4.65e-04  2.14e-04    5.52e-02  6.21e-02    5.1e-07
 660000    7.69e-02  9.51e-02    1.53e-04  3.20e-04    6.28e-02  7.75e-02    5.0e-07
 661000    8.38e-02  7.29e-02    8.46e-04  1.83e-03    6.72e-02  5.28e-02    5.0e-07
 662000    1.10e-01  8.86e-02    7.19e-04  1.25e-03    8.92e-02  7.03e-02    4.9e-07
 663000    7.96e-02  7.55e-02    8.11e-04  2.68e-04    6.42e-02  6.17e-02    4.9e-07
 664000    7.19e-02  6.88e-02    9.52e-04  7.70e-04    5.76e-02  5.55e-02    4.8e-07
 665000    5.75e-02  6.21e-02    4.18e-04  7.19e-04    4.70e-02  5.01e-02    4.8e-07
 666000    6.29e-02  7.96e-02    3.16e-04  1.06e-03    5.17e-02  6.39e-02    4.7e-07
 667000    7.84e-02  8.32e-02    3.09e-04  1.30e-03    6.46e-02  6.62e-02    4.7e-07
 668000    6.56e-02  6.28e-02    1.38e-04  1.14e-04    5.43e-02  5.20e-02    4.6e-07
 669000    6.76e-02  8.55e-02    4.32e-04  1.52e-03    5.56e-02  6.71e-02    4.6e-07
 670000    1.08e-01  9.29e-02    8.83e-04  1.04e-03    8.89e-02  7.58e-02    4.5e-07
 671000    6.69e-02  8.42e-02    3.19e-05  1.60e-03    5.56e-02  6.58e-02    4.5e-07
 672000    8.49e-02  8.70e-02    4.43e-04  1.14e-03    7.06e-02  7.06e-02    4.4e-07
 673000    5.64e-02  6.05e-02    1.27e-04  1.11e-03    4.70e-02  4.82e-02    4.4e-07
 674000    1.08e-01  1.04e-01    3.27e-04  2.52e-03    9.03e-02  7.87e-02    4.3e-07
 675000    5.68e-02  8.03e-02    5.49e-04  1.19e-03    4.70e-02  6.52e-02    4.3e-07
 676000    8.03e-02  7.35e-02    4.80e-04  5.50e-04    6.71e-02  6.12e-02    4.2e-07
 677000    8.38e-02  8.73e-02    1.78e-04  1.12e-03    7.04e-02  7.15e-02    4.2e-07
 678000    6.47e-02  6.90e-02    1.81e-04  6.26e-04    5.45e-02  5.75e-02    4.1e-07
 679000    7.96e-02  5.17e-02    4.19e-05  1.45e-03    6.71e-02  3.84e-02    4.1e-07
 680000    6.44e-02  8.64e-02    2.02e-05  3.07e-04    5.44e-02  7.29e-02    4.0e-07
 681000    8.00e-02  7.72e-02    5.12e-04  1.11e-03    6.72e-02  6.30e-02    4.0e-07
 682000    6.58e-02  6.88e-02    1.27e-04  1.50e-04    5.58e-02  5.84e-02    3.9e-07
 683000    8.36e-02  7.49e-02    5.03e-04  1.11e-03    7.05e-02  6.13e-02    3.9e-07
 684000    6.38e-02  8.58e-02    6.79e-05  1.99e-03    5.43e-02  6.70e-02    3.8e-07
 685000    7.90e-02  1.13e-01    3.21e-04  1.65e-03    6.71e-02  9.34e-02    3.8e-07
 686000    6.58e-02  7.25e-02    4.44e-04  5.14e-04    5.58e-02  6.14e-02    3.7e-07
 687000    7.38e-02  6.08e-02    3.10e-04  1.77e-04    6.29e-02  5.18e-02    3.7e-07
 688000    5.92e-02  5.32e-02    1.19e-03  2.70e-04    4.80e-02  4.54e-02    3.6e-07
 689000    6.50e-02  6.45e-02    1.12e-04  2.63e-05    5.57e-02  5.52e-02    3.6e-07
 690000    6.27e-02  6.99e-02    7.86e-04  1.45e-03    5.27e-02  5.63e-02    3.5e-07
 691000    7.81e-02  8.41e-02    2.03e-04  8.69e-04    6.71e-02  7.09e-02    3.5e-07
 692000    7.79e-02  7.11e-02    2.62e-04  7.95e-04    6.70e-02  6.00e-02    3.5e-07
 693000    6.22e-02  7.11e-02    6.98e-04  6.83e-04    5.26e-02  6.05e-02    3.5e-07
 694000    6.31e-02  9.80e-02    2.15e-04  2.44e-03    5.45e-02  7.65e-02    3.4e-07
 695000    8.17e-02  9.14e-02    1.75e-04  9.82e-04    7.06e-02  7.75e-02    3.4e-07
 696000    7.24e-02  1.01e-01    5.17e-05  3.85e-04    6.28e-02  8.78e-02    3.3e-07
 697000    6.37e-02  7.92e-02    6.39e-04  1.36e-03    5.44e-02  6.56e-02    3.3e-07
 698000    5.96e-02  6.19e-02    1.43e-03  1.23e-03    4.78e-02  5.10e-02    3.2e-07
 699000    1.04e-01  8.36e-02    9.51e-04  1.29e-04    8.89e-02  7.27e-02    3.2e-07
 700000    7.39e-02  7.89e-02    2.61e-04  7.48e-04    6.43e-02  6.79e-02    3.2e-07
 701000    7.70e-02  6.44e-02    1.31e-04  1.24e-03    6.71e-02  5.26e-02    3.2e-07
 702000    7.18e-02  7.42e-02    4.37e-04  1.16e-03    6.25e-02  6.27e-02    3.1e-07
 703000    1.03e-01  9.01e-02    5.73e-05  7.57e-04    9.03e-02  7.79e-02    3.1e-07
 704000    6.21e-02  9.42e-02    1.07e-04  2.62e-03    5.44e-02  7.24e-02    3.0e-07
 705000    6.39e-02  6.32e-02    2.73e-04  4.20e-04    5.58e-02  5.50e-02    3.0e-07
 706000    5.34e-02  5.74e-02    4.08e-05  3.70e-04    4.69e-02  5.01e-02    3.0e-07
 707000    6.19e-02  7.03e-02    1.69e-04  2.86e-04    5.44e-02  6.16e-02    3.0e-07
 708000    6.69e-02  7.33e-02    7.91e-04  1.00e-03    5.77e-02  6.28e-02    2.9e-07
 709000    6.17e-02  8.67e-02    6.85e-06  2.22e-04    5.44e-02  7.63e-02    2.9e-07
 710000    8.03e-02  8.16e-02    4.18e-04  1.83e-04    7.06e-02  7.20e-02    2.8e-07
 711000    6.08e-02  5.14e-02    6.68e-04  6.18e-04    5.28e-02  4.44e-02    2.8e-07
 712000    7.62e-02  7.23e-02    3.62e-04  1.40e-04    6.72e-02  6.40e-02    2.8e-07
 713000    7.62e-02  6.79e-02    3.48e-04  8.17e-04    6.72e-02  5.89e-02    2.8e-07
 714000    5.80e-02  5.11e-02    1.35e-03  2.09e-04    4.77e-02  4.53e-02    2.7e-07
 715000    6.65e-02  6.26e-02    8.42e-04  5.42e-04    5.77e-02  5.50e-02    2.7e-07
 716000    6.06e-02  6.42e-02    7.31e-04  1.02e-03    5.29e-02  5.51e-02    2.6e-07
 717000    5.78e-02  6.32e-02    1.28e-03  6.56e-04    4.81e-02  5.55e-02    2.6e-07
 718000    6.10e-02  9.28e-02    1.83e-05  1.21e-03    5.44e-02  8.06e-02    2.6e-07
 719000    7.91e-02  9.44e-02    1.60e-06  7.95e-04    7.06e-02  8.32e-02    2.6e-07
 720000    7.96e-02  8.50e-02    6.17e-04  8.25e-04    7.05e-02  7.49e-02    2.5e-07
 721000    7.91e-02  7.22e-02    3.96e-04  7.09e-04    7.04e-02  6.36e-02    2.5e-07
 722000    5.25e-02  7.67e-02    4.25e-06  2.75e-03    4.70e-02  5.59e-02    2.5e-07
 723000    6.49e-02  8.85e-02    4.19e-04  2.61e-03    5.78e-02  6.84e-02    2.5e-07
 724000    7.56e-02  5.94e-02    5.89e-04  4.43e-05    6.72e-02  5.33e-02    2.4e-07
 725000    5.98e-02  6.36e-02    6.64e-04  9.40e-04    5.28e-02  5.54e-02    2.4e-07
 726000    7.26e-02  6.22e-02    7.18e-04  8.49e-04    6.44e-02  5.45e-02    2.3e-07
 727000    5.23e-02  4.93e-02    2.71e-04  1.82e-06    4.69e-02  4.43e-02    2.3e-07
 728000    7.45e-02  6.02e-02    1.22e-04  1.40e-03    6.72e-02  4.99e-02    2.3e-07
 729000    6.08e-02  6.16e-02    9.97e-04  3.73e-04    5.27e-02  5.53e-02    2.3e-07
 730000    6.18e-02  8.53e-02    1.27e-04  1.97e-03    5.59e-02  7.00e-02    2.2e-07
 731000    7.45e-02  7.10e-02    2.91e-04  4.73e-04    6.71e-02  6.37e-02    2.2e-07
 732000    6.95e-02  5.70e-02    6.33e-04  1.51e-04    6.23e-02  5.16e-02    2.2e-07
 733000    6.20e-02  9.19e-02    3.75e-04  1.55e-03    5.58e-02  7.93e-02    2.2e-07
 734000    7.83e-02  7.42e-02    5.72e-04  4.30e-04    7.05e-02  6.70e-02    2.1e-07
 735000    7.32e-02  1.08e-01    1.06e-03  1.36e-03    6.44e-02  9.57e-02    2.1e-07
 736000    5.17e-02  5.48e-02    7.08e-06  1.50e-04    4.70e-02  4.98e-02    2.1e-07
 737000    5.70e-02  5.41e-02    1.32e-03  1.90e-03    4.82e-02  4.06e-02    2.1e-07
 738000    7.40e-02  6.70e-02    2.77e-04  2.99e-04    6.72e-02  6.09e-02    2.0e-07
 739000    6.61e-02  6.26e-02    1.11e-03  9.16e-05    5.77e-02  5.71e-02    2.0e-07
 740000    9.87e-02  8.55e-02    8.93e-04  1.84e-03    8.90e-02  7.22e-02    2.0e-07
 741000    5.91e-02  5.47e-02    7.30e-04  1.15e-04    5.28e-02  4.99e-02    2.0e-07
 742000    7.74e-02  8.86e-02    3.23e-04  1.37e-04    7.06e-02  8.10e-02    1.9e-07
 743000    6.85e-02  1.02e-01    1.00e-04  1.58e-03    6.26e-02  8.98e-02    1.9e-07
 744000    9.84e-02  8.52e-02    1.44e-04  1.12e-04    9.02e-02  7.81e-02    1.9e-07
 745000    7.37e-02  7.77e-02    4.16e-04  1.21e-05    6.72e-02  7.12e-02    1.9e-07
 746000    6.40e-02  6.76e-02    6.57e-04  9.72e-05    5.78e-02  6.20e-02    1.9e-07
 747000    6.67e-02  6.51e-02    1.31e-03  1.99e-04    5.77e-02  5.97e-02    1.9e-07
 748000    7.75e-02  7.48e-02    6.00e-04  1.22e-04    7.06e-02  6.87e-02    1.8e-07
 749000    9.86e-02  6.93e-02    1.11e-03  1.23e-03    8.89e-02  6.05e-02    1.8e-07
 750000    6.13e-02  6.38e-02    4.93e-04  1.04e-03    5.59e-02  5.62e-02    1.8e-07
 751000    5.17e-02  4.52e-02    5.19e-04  3.42e-05    4.70e-02  4.16e-02    1.8e-07
 752000    7.30e-02  7.77e-02    3.09e-04  2.18e-03    6.72e-02  6.15e-02    1.7e-07
 753000    6.66e-02  6.63e-02    1.33e-03  1.31e-03    5.78e-02  5.76e-02    1.7e-07
 754000    5.62e-02  6.51e-02    2.78e-04  9.82e-04    5.18e-02  5.81e-02    1.7e-07
 755000    5.88e-02  6.82e-02    3.45e-05  9.62e-04    5.44e-02  6.12e-02    1.7e-07
 756000    5.83e-02  6.72e-02    7.36e-04  2.45e-03    5.28e-02  4.93e-02    1.7e-07
 757000    5.10e-02  5.73e-02    3.55e-04  1.04e-04    4.69e-02  5.31e-02    1.7e-07
 758000    5.87e-02  8.31e-02    1.98e-04  2.33e-03    5.43e-02  6.75e-02    1.6e-07
 759000    7.05e-02  6.05e-02    7.59e-04  7.32e-04    6.43e-02  5.49e-02    1.6e-07
 760000    6.58e-02  6.75e-02    1.26e-03  8.87e-05    5.77e-02  6.27e-02    1.6e-07
 761000    5.47e-02  6.33e-02    1.15e-03  1.15e-03    4.79e-02  5.63e-02    1.6e-07
 762000    6.01e-02  6.06e-02    1.98e-04  7.99e-04    5.58e-02  5.47e-02    1.5e-07
 763000    9.67e-02  7.37e-02    8.21e-04  1.11e-03    8.90e-02  6.61e-02    1.5e-07
 764000    7.20e-02  7.11e-02    2.27e-04  1.89e-04    6.70e-02  6.62e-02    1.5e-07
 765000    5.07e-02  5.39e-02    2.69e-04  6.75e-07    4.70e-02  5.02e-02    1.5e-07
 766000    9.64e-02  1.00e-01    8.42e-04  2.80e-03    8.89e-02  8.16e-02    1.5e-07
 767000    5.85e-02  5.14e-02    8.79e-04  8.44e-04    5.28e-02  4.61e-02    1.5e-07
 768000    9.66e-02  7.37e-02    1.03e-04  9.62e-04    9.03e-02  6.70e-02    1.4e-07
 769000    5.99e-02  6.13e-02    2.81e-04  2.80e-04    5.58e-02  5.71e-02    1.4e-07
 770000    5.97e-02  6.86e-02    2.30e-04  1.09e-03    5.58e-02  6.15e-02    1.4e-07
 771000    5.81e-02  7.78e-02    1.14e-04  2.14e-03    5.43e-02  6.42e-02    1.4e-07
 772000    5.02e-02  7.43e-02    1.85e-04  1.18e-03    4.70e-02  6.73e-02    1.4e-07
 773000    5.56e-02  1.00e-01    3.49e-04  3.98e-03    5.18e-02  6.73e-02    1.4e-07
 774000    6.89e-02  6.98e-02    4.31e-04  2.75e-04    6.43e-02  6.54e-02    1.3e-07
 775000    9.61e-02  6.43e-02    9.35e-04  5.95e-04    8.89e-02  5.95e-02    1.3e-07
 776000    5.70e-02  6.06e-02    5.66e-04  2.76e-04    5.28e-02  5.68e-02    1.3e-07
 777000    6.43e-02  5.90e-02    1.11e-03  2.61e-04    5.78e-02  5.53e-02    1.3e-07
 778000    6.42e-02  5.86e-02    1.08e-03  1.44e-03    5.78e-02  5.00e-02    1.3e-07
 779000    4.99e-02  5.38e-02    4.93e-05  3.76e-04    4.70e-02  5.03e-02    1.3e-07
 780000    5.71e-02  7.02e-02    6.80e-04  1.12e-03    5.28e-02  6.38e-02    1.3e-07
 781000    6.33e-02  6.03e-02    9.42e-04  1.11e-04    5.77e-02  5.68e-02    1.3e-07
 782000    9.57e-02  6.20e-02    2.38e-05  3.91e-04    9.03e-02  5.82e-02    1.2e-07
